Chunk ID,Section ID,Page From,Page To,Content,Document PDF,similarity_pct
6cb7017f-dfd4-424c-a5f0-81f8ffced219,Claim,24,24,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 24 of 64
2. Any payment in case of more than one claim under the Policy during any one Policy Period by which our maximum liability in that period would exceed the Sum Insured. This would not apply to payments made under Emergency Ambulance Cover, Orphan Benefit, Loss of Employment, Funeral Expenses, Education fund of the Policy. 3. Suicide or attempted Suicide, intentional self-inflicted injury or acts of self-destruction. 4. Certification by a Medical Practitioner who shares the same residence as the Insured Person or who is a member of the Insured Person’s Family. 5. Death or disablement arising out of or attributable to foreign invasion, act of foreign enemies, hostilities, warlike operations (whether war be declared or not or while performing duties in the armed forces of any country during war or at peace time), participation in any naval, military or air- force operation, civil war, public defence, rebellion, revolution, insurrection, military or usurped power. 6. Death or disablement directly or indirectly caused by or associated with any venereal disease, sexually transmitted disease. 7. Congenital external diseases, defects or anomalies or in consequence thereof 8. Benefit under Accidental Death, Permanent Total Disablement, Permanent Partial Disablement and Emergency Ambulance Cover arising from Bacterial infections (except pyogenic infection which occurs through an Accidental cut or wound). 9. Benefit under Accidental Death, Permanent Total Disablement, Permanent Partial Disablement and Emergency Ambulance Cover arising from Medical or surgical treatment except as necessary solely and directly as a result of an Accident. 10. Benefit under Accidental Death, Permanent Total Disablement, Permanent Partial Disablement and Emergency Ambulance Cover arising from Hernia. 11. Any change of profession after inception of the Policy which results in the enhancement of Our risk under the Policy, if not accepted and endorsed by Us on the Policy Schedule. 12. Death or disablement arising or resulting from the Insured Person committing any breach of law or participating in an actual or attempted felony, riot, crime, misdemeanour or civil commotion with criminal intent. 13. Death or disablement arising from or caused due to use, abuse or a consequence or influence of an abuse of any substance, intoxicant, drug, alcohol or hallucinogen. 14. Death or disablement resulting directly or indirectly contributed or aggravated or prolonged by childbirth or from pregnancy or a consequence thereof; 15. Death or disablement caused by participation of the Insured Person in any flying activity, except as a bona fide, fare-paying passenger of a recognized airline on regular routes and on a scheduled timetable. 16. Insured Persons whilst engaging in a speed contest or racing of any kind (other than on foot), bungee jumping, parasailing, ballooning, parachuting, skydiving, paragliding, hang gliding, mountain or rock climbing necessitating the use of guides or ropes, potholing, abseiling, deep 17. sea diving using hard helmet and breathing apparatus, polo, snow and ice sports in so far as they involve the training for or participation in competitions or professional sports, or involving a naval, military or air force operation and is specifically specified in the Policy Schedule.",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,22.482548504027676
d06cb9c1-108f-4c1f-9ac0-1fd7ee29e4df,,25,25,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 25 of 64",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,21.480631408766683
1fd834e9-af21-4c81-990b-0b45d03c4e81,,5,5,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 5 of 64
We shall not be liable to indemnify any expenses under this Benefit for the following: a. Any Pre-hospitalization Medical Expenses or Post-hospitalization Medical Expenses of the organ donor; b. Any costs incurred towards donor screening; c. Any costs directly or indirectly associated to the acquisition of the organ; d. Any other medical treatment undergone, or complications suffered by the donor consequent to the harvesting of the organ: e. Expenses related to organ transportation or preservation; f. Transplant of any organ/tissue where the transplant is experimental or investigational. 3.8 Second Opinion We will indemnify the expenses incurred towards seeking a second opinion for an alternate evaluation of the diagnosis or Treatment from a Specialist Medical Practitioner, on an out-patient consultation basis, if an Insured Person is advised for Hospitalization or Day Care Treatment by a Medical Practitioner during the Coverage Period. The option to avail a second opinion is at the Insured Person’s sole discretion, and the Insured Person is free to choose whether or not to obtain the second opinion, and if obtained, then whether or not to act on it, without any assumption or deemed assumption of liability by Us. 3.9 New Born Baby We will indemnify the Medical Expenses under Basic Benefit 3.1 (In-patient Hospitalization) or Basic Benefit 3.2 (Day Care Treatment) incurred towards the Hospitalization of an Insured Person’s New Born Baby who is born during the Coverage Period, provided that: a. The New Born Baby is born at least 10 months after the first Policy Commencement Date. You have paid the additional premium for the New Born Baby as per the applicable premium rates based on the new Family Type. None of the parents is suffering from any Pre-Existing Disease/Condition which has not been disclosed to Us at the time of the first Policy inception date and which medically has a high probability of getting transmitted to the New Born Baby. 3.10 Annual Preventive Health Check-up We will facilitate and provide the following preventive health check-ups, to all Insured Persons above 18 years of Age, once in each Policy Year: 1. Complete Medical Examination by a Medical Practitioner 2. Complete Blood Count (CBC) 3. Erythrocyte sedimentation rate (ESR) 4. Fasting Blood Sugar (FBS) 5. Electrocardiogram (ECG) 6. Serum Creatinine, 7. Serum Gamma-Glutamyl Transferase (GGT) 8. Serum Total Cholesterol (T Chol) 9. Serum Triglyceride (S. Trig) All the Insured Persons must undergo the preventive health check-ups as specified in the Schedule, annually, provided that:",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,24.876190721988856
bef51bdc-ae75-46dc-a92d-e46b6b59e89e,,6,6,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 6 of 64",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,20.89893942469001
675e1f8f-535e-43ad-997e-617057af8aec,Network,6,6,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 6 of 64
a. The Network Provider / Empanelled Service Provider shall be assigned by Us within 90 days of expiry of the Policy Year; We shall arrange and pay for the test(s) at Our Network Providers/ Empanelled Service Providers only; Any test undergone by the Insured person(s) outside of Our Network Providers/ Empanelled Service Providers within three months from the expiry of the current Policy Year may be considered under this Basic Benefit, at Our sole discretion, if the report of such tests is submitted to Us; Section 6.6 (Exclusion 9), is not applicable in respect of coverage under this Basic Benefit. 3.11 Inflation Protect Sum Insured We will provide You an additional Sum Insured, called ‘Inflation Protect Sum Insured’, in a subsequent Policy Year, if the Policy is active or is Renewed with Us. The Inflation Protect Sum Insured in the subsequent Policy Year will be a fixed percentage, as specified in the Schedule, of the Base Sum Insured of the last completed Policy Year. This Inflation Protect Sum Insured will be added for each of the ten (10) completed and continuous Policy Years. a. If the Base Sum Insured has been reduced at the time of Renewal, the applicable Inflation Protect Sum Insured shall be calculated on the revised Base Sum Insured on pro-rata basis. b. If the Base Sum Insured is increased at the time of Renewal, the Inflation Protect Sum Insured will be calculated on the Base Sum Insured of the last completed Policy Year. 3.12 Restore Sum Insured We will restore Your Sum Insured up to 100% of the Base Sum Insured once in a Policy Year, in case the sum total of Base Sum Insured, Inflation Protect Sum Insured, and any NCB Sum Insured under Basic Benefit Option 4.3, earned under the Policy is insufficient to pay for Medical Expenses as a result of previous claims admitted during the Policy Year, provided that: a. A claim will be admissible for utilization of the Restore Sum Insured only if the claim is admissible under Basic Benefit 3.1 (In-patient Hospitalization) or Basic Benefit 3.2 (Day Care Treatment); b. Restoration of Sum Insured will not trigger for the first claim made in the Policy Year; c. For individual policies, Restore Sum Insured will be available on individual basis whereas for floater policies, it will be available on floater basis; d. If the Restore Sum Insured is not utilised in a Policy Year, it will not be carried forward to the subsequent Policy Year; e. For Treatment of Any One Illness during a Policy Year, the maximum claim amount payable shall not exceed the sum of o Base Sum Insured; o Inflation Protect Sum Insured; and o NCB Sum Insured (if available). 4 Basic Benefit Options 4.1 Worldwide In-patient Hospitalization If this Basic Benefit Option is in force, We will indemnify the Covered In-patient Medical Expenses, to the extent specified in Basic Benefit 3.1, incurred during Hospitalization of an Insured Person anywhere outside India for the Illness or Injury, as specified in the Schedule, provided that: a. Intimation of such Hospitalization has been made to Us within 48 hours of such admission;",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,23.982257304989464
1d0adeb1-062f-4054-b979-ffb12400d2eb,,7,7,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 7 of 64",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,21.066036585929226
d903653d-19a8-417d-a7d8-5a61d6ffa01c,,7,7,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 7 of 64
The Hospitalization is for Medically Necessary Treatment, and commences and continues on the written advice of the treating Medical Practitioner; The payment of any claim under this Benefit will be based on the rate of exchange, published by Reserve Bank of India (RBI), from the currency of the country of treatment to Indian Rupees as on the date of payment (or the next available date for which exchange rate is available) to the Hospital; Any claim made under this Benefit will be as per the claims procedure provided under Section 7of this Policy. Permanent Exclusion under Exclusion 7 of Section 6.5 will be waived off for the purpose of this Benefit in respect of that Insured Person. 4.2 Unlimited Restore Notwithstanding the terms of the Basic Benefit 3.12 (Restore Sum Insured), If this Basic Benefit Option is in force, We will restore the Sum Insured for unlimited number of times in a Policy Year, in case the sum total of Base Sum Insured, Inflation Protect Sum Insured and any NCB Sum Insured under Basic Benefit Option 4.3, earned under the Policy is insufficient to pay for Medical Expenses as a result of previous claims admitted during the Policy Year, provided that: a. A claim will be admissible for utilization of the Restore Sum Insured only if the claim is admissible under Basic Benefit 3.1 (In-patient Hospitalization) or Basic Benefit 3.2 (Day care Treatment); b. Restoration of Sum Insured will not trigger for the first claim made in the Policy Year; c. For individual policies, Restore Sum Insured will be available on individual basis whereas for floater policies, it will be available on floater basis; d. If the Restore Sum Insured is not utilised in a Policy Year, it will not be carried forward to the subsequent Policy Year. e. For treatment of Any One Illness during a Policy Year, the maximum claim amount payable shall not exceed the sum of o Base Sum Insured; o Inflation Protect Sum Insured; and o NCB Sum Insured (if available) If this Basic Benefit Option is in force, it supersedes the Basic Benefit 3.12 (Restore Sum Insured). 4.3 No Claim Bonus Sum Insured If this Basic Benefit Option is in force, We will provide You an additional Sum Insured, called No Claim Bonus (NCB) Sum Insured, in the subsequent Policy Year, if the Policy is active or is Renewed with Us. The additional NCB Sum Insured in the subsequent Policy Year will be a fixed percentage, specified in the Schedule, of the Base Sum Insured of the last completed Policy Year. a. Any NCB Sum Insured that has accrued will be available for any claims made in the subsequent Policy Year. b. At the time of Renewal of this Policy, if the Policyholder chooses not to renew this Basic Benefit Option, then the NCB Sum Insured under the Policy shall be forfeited. c. In case a claim is made under Basic Benefit 3.1 (In-patient Hospitalization) or Basic Benefit 3.2 (Day Care Treatment) during a Policy Year, the NCB Sum Insured in the subsequent Policy Year will be zero (0). d. During any Policy Year, the NCB Sum Insured cannot be more than the Base Sum Insured. e. If the Base Sum Insured has been reduced at the time of Renewal, the applicable NCB Sum Insured shall be calculated on the revised Base Sum Insured on pro-rata basis.",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,20.448395609855798
cba66f43-33f1-4b83-a8fd-58878321c213,Sum Insured,8,8,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 8 of 64
f. If the Base Sum Insured under the Policy has been increased at the time of Renewal, the NCB Sum Insured shall be calculated on the Base Sum Insured of the last completed Policy Year.",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,17.87400841712965
b3fa463c-c4ce-42a5-9cd7-aeaeaa930b20,,25,25,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 25 of 64
18. Working in underground mines, tunnelling or explosives, or involving electrical installation with high tension supply, or as jockeys or circus personnel, or engaged in Hazardous Activities. 19. Death or disablement arising from or caused by ionizing radiation or contamination by radioactivity from any nuclear fuel (explosive or hazardous form) or resulting from or from any other cause or event contributing concurrently or in any other sequence to the loss, claim or expense from any nuclear waste from the combustion of nuclear fuel, nuclear, chemical or biological attack. 20. Chemical attack or weapons means the emission, discharge, dispersal, release or escape of any solid, liquid or gaseous chemical compound which, when suitably distributed, is capable of causing any Illness, incapacitating disablement or death. 21. Biological attack or weapons means the emission, discharge, dispersal, release or escape of any pathogenic (disease producing) microorganisms and/or biologically produced toxins (including genetically modified organisms and chemically synthesized toxins) which are capable of causing any Illness, incapacitating disablement or death. 22. Any physical, medical condition or treatment or service that is specifically excluded in the Policy. 7 Claims Procedure Processing of claims for Cashless Facility and/or for reimbursement and providing access to the Network Provider will be through Our TPA. Details of the TPA will be available on the health card issued by Us to the Insured Persons and on Our website. A TPA will be used for accessing Network Providers and for facilitating claim processing. The updated applicable list of Network Providers will also be available on the TPA’s website. Details of applicable Network Providers may also be obtained from the TPA’s call centre. In advance of availing Cashless Facility from a Network Provider, the updated list may be checked to ensure that the Network Provider can provide Cashless Facility in respect of the Treatment or facilities required by the Insured Person. We, in Our sole discretion, reserve the right to modify, add or restrict any Network Provider for providing Cashless facilities under the Policy. Before availing a Cashless facility, the Policyholder / Insured Person is required to check the applicable/latest list of Network Providers on the TPA’s or Our website or by calling the TPA’s or Our call centre. 7.1 Condition Precedent The fulfilment of the terms and conditions of this Policy (including the realisation of premium by their respective due dates) in so far as they relate to anything to be done or complied with by You/Insured Person, including complying with the following steps, shall be Condition Precedent to Our liability under this Policy and admissibility of a claim. Completed claim forms and the necessary processing documents must be furnished to Us within the stipulated timelines for all claims. Failure to furnish this documentation within the time required shall not invalidate nor reduce any claim if You / Insured Person can satisfy Us that it was not reasonably possible for You/Insured Person to submit the required forms/documents within such time. The due intimation, submission of documents and compliance with requirements as provided under the Claims Procedure set out under this Section by the Insured Person shall be essential failing which, We shall not be bound to accept a claim. 7.2 Policyholder’s / Insured Person’s Duty at the time of Claim On occurrence of an event which may lead to a claim under this Policy, the Insured Person shall: a. Forthwith intimate, file and submit the claim form and documents as prescribed in accordance with the procedure set out below.",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,28.774924801285607
37f2b393-4d0b-4f08-a758-2d1e8c67d005,,26,26,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 26 of 64",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,21.53929790620255
